camis,dba,boro,zipcode,cuisine,grade
50016722,NEW KING WOK NY INC,BROOKLYN,11220,Chinese,
40608576,DIVE 75,MANHATTAN,10023,American,
40604442,LA LECHONERA RESTAURANT,BROOKLYN,11207,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",
40397190,FRANKIE BOY'S PIZZA & SALAD,MANHATTAN,10018,Pizza,Z
40874933,NUMERO 28 PIZZERIA,MANHATTAN,10014,Italian,A
41236517,CAFE AMRITA,MANHATTAN,10026,American,A
41626713,PERA SOHO,MANHATTAN,10012,Turkish,
50037250,NEW ASIAN CUISINE,QUEENS,11377,Chinese,A
41444291,THINK COFFEE,MANHATTAN,10003,Cafe/Coffee/Tea,A
40646209,LEON BAKERY,MANHATTAN,10036,Bakery,A
50040175,THINK COFFEE,MANHATTAN,10001,Cafe/Coffee/Tea,
40958138,BOWERY BAY TAVERN,QUEENS,11369,American,A
41014003,STARBUCKS,MANHATTAN,10036,Cafe/Coffee/Tea,A
41320692,HAPPY GARDEN CHINESE RESTAURANT,BRONX,10460,Chinese,
50044876,ARTS AND CRAFTS BEER PARLOR,MANHATTAN,10025,American,A
50044877,THE HARD HAT CAFE,STATEN ISLAND,10301,Soul Food,B
50044875,TIME INC. CAFE AND COFFEE BAR,MANHATTAN,10281,American,A
41546956,TAK KING CHINESE RESTAURANT,BROOKLYN,11216,Chinese,
41694309,"BURGER KING, POPEYES LOUISIANA KITCHEN",QUEENS,11414,Hamburgers,A
40797031,PICANTERIA EL AUSTRO,QUEENS,11372,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",A
50044879,CHELSEA CRAFT  BREWING COMPANY,BRONX,10457,American,A
50050646,CROWN FRIED CHICKEN PIZZA & COFFEE SHOP,BROOKLYN,11221,American,A
41461711,CHEN GRAND CHINA RESTAURANT,QUEENS,11378,Chinese,A
50057865,CRAFT CULTURE,QUEENS,11385,American,
41417928,ALLEN RESTAURANT,BRONX,10474,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",A
41693307,REDWOOD DELI,QUEENS,11375,Delicatessen,B
41500477,NEWTOWN,BROOKLYN,11206,Vegetarian,
41719675,SAJOMITA RESTURANT,BROOKLYN,11226,Spanish,
41719674,EL CACIQUE BAR RESTAURANT,BROOKLYN,11208,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",
50055033,SWEET BAKERY,QUEENS,11418,Bakery,A
50055036,SHAY & IVY,MANHATTAN,10010,American,
50014243,REUNION,BROOKLYN,11211,Cafe/Coffee/Tea,A
50000154,QUETZALITO RESTAURANT,BROOKLYN,11230,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",A
50000150,TASZO COFFEE,MANHATTAN,10032,American,A
50000153,THE BEST OF NEW YORK FOOD,MANHATTAN,10005,American,
50000152,MACCHIATO ESPRESSO BAR,MANHATTAN,10017,Cafe/Coffee/Tea,
50001206,LITTLE TIBET,QUEENS,11372,Asian,
50001204,MON CHER MARKET,MANHATTAN,10013,American,A
50001202,CRESCENT GRILL,QUEENS,11101,American,A
50001201,PORTO BELLO PIZZERIA & RESTAURANT,QUEENS,11105,Pizza,
41322345,"DUNKIN' DONUTS, BASKIN ROBBINS",QUEENS,11421,Donuts,B
41322342,"DUNKIN' DONUTS, BASKIN ROBBINS",QUEENS,11421,Donuts,
41430102,FONDA,BROOKLYN,11215,Mexican,A
41410016,RALPH'S ICES,STATEN ISLAND,10306,"Ice Cream, Gelato, Yogurt, Ices",
50071731,MAY WAH FAST FOOD,QUEENS,11354,Chinese,A
41154580,CHAO THAI,QUEENS,11373,Thai,
40987564,"DUNKIN' DONUTS, BASKIN ROBBINS",QUEENS,11385,Donuts,A
50071738,FUEL GRILL AND JUICE BAR,MANHATTAN,10036,American,Not Yet Graded
41537124,BONCHON,QUEENS,11361,Korean,A
41591687,PIZZARTE,MANHATTAN,10019,Italian,A
50044120,SAMIR RESTAURANT,BROOKLYN,11218,Russian,
50044125,LITTLE HOUSE CAFE,QUEENS,11373,Asian,A
50044127,CHEEBURGER CHEEBURGER,STATEN ISLAND,10309,Hamburgers,
41546041,HEIDI'S HOUSE BY THE SIDE OF THE ROAD,MANHATTAN,10075,American,
41328998,SEVA INDIAN CUISINE,QUEENS,11103,Indian,A
41408277,NOBI SUSHI,MANHATTAN,10016,Japanese,
50045839,AUTENTICO MEXICANO,QUEENS,11373,Mexican,Not Yet Graded
50045835,SUBWAY,BRONX,10473,Sandwiches/Salads/Mixed Buffet,A
41702078,SAKURA TOKYO II,BROOKLYN,11205,Japanese,
41554963,COLOMBIA RESTAURANT,BROOKLYN,11215,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",A
50068045,CURRY LEAF,STATEN ISLAND,10301,Asian,Not Yet Graded
41699792,MERITTA'S JAMAICAN AND AMERICAN RESTAURANT,QUEENS,11411,Caribbean,A
41236537,INTERNATIONAL BAKE SHOP,QUEENS,11385,Bakery,A
40512617,ZARO'S BREAD BASKET,MANHATTAN,10017,Bakery,
50004352,KFC,BROOKLYN,11234,American,A
50004351,IL PORTO BRICK OVEN RISTORANTE,BROOKLYN,11205,Italian,
50004350,KFC,QUEENS,11366,Chicken,
50070469,MCCANN WORLDGROUP / FOODA,MANHATTAN,10017,American,
41467407,CASA VIEJA RESTAURANT,BROOKLYN,11220,Mexican,A
50006265,LUNG HWA,QUEENS,11358,Chinese,A
50006264,BUNNA CAFE,BROOKLYN,11237,Ethiopian,
40661045,NEWS BAR,MANHATTAN,10003,Cafe/Coffee/Tea,
50072911,JUANITO RESTAURANT,BRONX,10454,Spanish,Not Yet Graded
50072912,YES CHEF WINE BAR,QUEENS,11103,Other,
50065916,MANGO MANGO DESSERT,MANHATTAN,10003,"Juice, Smoothies, Fruit Salads",A
41349905,NEW ASIAN RESTAURANT,QUEENS,11358,Chinese,A
41698771,YUMMY YUMMY BROOKLYN,BROOKLYN,11236,Chinese,A
41582708,CANTINA MEXICANA,STATEN ISLAND,10306,Spanish,
41623174,NEW CHAMPION WOK,QUEENS,11101,Chinese,A
50034236,AQUINO'S,BROOKLYN,11221,Spanish,A
50034234,LATENS RESTAURANT,QUEENS,11434,Caribbean,
50034232,Relish Caterers,BRONX,10451,American,
50074615,ALASKA LOUNGE,QUEENS,11430,Other,
50074616,BOBWHITE LUNCH AND SUPPER COUNTER,MANHATTAN,10022,Other,
41693899,THE AVE LUNCH BOX,BROOKLYN,11207,Spanish,
50053418,LITTLE KING,BROOKLYN,11211,American,A
41156219,LA GULI PASTRY SHOP,QUEENS,11105,Bakery,A
50053413,EAST SIDE DINER,MANHATTAN,10010,American,A
50005000,HILL COUNTRY BARBECUE MARKET,BROOKLYN,11201,Barbecue,A
50005003,DOUGHNUTTERY,MANHATTAN,10011,American,A
50005005,BEQU JUICE,MANHATTAN,10003,"Juice, Smoothies, Fruit Salads",A
41609500,J EAST CHINESE RESTAURANT,MANHATTAN,10003,Chinese,A
41217475,HEAVENLY CRUMBS,BROOKLYN,11238,American,A
41197747,BEST COFFEE SHOP,STATEN ISLAND,10304,American,
41429354,HAAGEN DAZS,BRONX,10451,"Ice Cream, Gelato, Yogurt, Ices",
41656198,SULLIVAN STREET BAKERY,MANHATTAN,10001,Bakery,A
41424557,BIG DADDY CARIBBEAN TASTE,BRONX,10470,Caribbean,
41715982,MUI KITCHEN & BAR,MANHATTAN,10001,Asian,
50032991,MI GARBA,MANHATTAN,10003,Italian,A
50032994,MILK & PULL,QUEENS,11385,Cafe/Coffee/Tea,A
40948509,GOLDEN KRUST CARIBBEAN BAKERY & GRILL,BROOKLYN,11234,Caribbean,
40544044,NIX MIX COFFEE SHOP,QUEENS,11418,American,
41694676,SUBWAY,MANHATTAN,10026,American,A
41382211,MOON PALACE DELI,BROOKLYN,11217,American,
50073345,ALWAYS HEALTHY,BRONX,10455,Other,
50073342,TRE GIOVANI,MANHATTAN,10012,Italian,Not Yet Graded
41385249,DRAGON GARDEN,BROOKLYN,11214,Chinese,
41636635,DANCE STAR,QUEENS,11354,"Juice, Smoothies, Fruit Salads",A
41362111,PANNA II GARDEN INDIAN RESTAURANT,MANHATTAN,10003,Indian,A
40972155,CHAI THAI RESTAURANT,BROOKLYN,11249,Thai,
41488494,BURGOS RESTAURANT,MANHATTAN,10040,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",
41631065,AYNA AGRA,QUEENS,11361,Indian,
41631062,VU BAR,MANHATTAN,10001,American,A
50043369,COFFEE BREAK,MANHATTAN,10025,Bakery,A
50043368,FERNANDEZ BURRITO SHOP,BRONX,10471,Mexican,Z
41406318,EL BOHIO TROPICAL,BRONX,10461,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",A
50043362,Eat Morris,BROOKLYN,11213,Cafe/Coffee/Tea,
50043360,Ramen Zamurai,BROOKLYN,11217,Japanese,
50015096,LA PULPERIA,MANHATTAN,10028,Spanish,A
50015097,STEPHEN SONDHEIM THEATRE,MANHATTAN,10036,American,A
41406311,SPOLEM,QUEENS,11385,Cafe/Coffee/Tea,
50043364,BETWEEN THE BREAD,MANHATTAN,10016,American,A
40720858,PIER SIXTY ONE-THE LIGHTHOUSE,MANHATTAN,10011,American,
40565973,BAR VIRAGE,MANHATTAN,10003,American,
41645481,2 PALMITAS MEXICAN DELI,QUEENS,11418,Mexican,A
40936347,SMITH TAVERN,BROOKLYN,11215,American,
41168203,BENTO SUSHI,MANHATTAN,10010,Japanese,A
41665001,M.A'S FISH & CHIPS PLUS,BROOKLYN,11216,Soul Food,
41722899,MI CANDILEJAS RESTAURANT,BROOKLYN,11224,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",A
50073839,,MANHATTAN,10001,Other,
50055159,MASAKARI FUSION,BROOKLYN,11235,Japanese,
50073830,PIZZA BAGEL BURGER,BROOKLYN,11230,Other,
41610426,GLOW THAI RESTAURANT,BROOKLYN,11209,Thai,
50019154,BLUE AGAVE,BROOKLYN,11204,Mexican,
50019158,PENETROS BAKERY & RESTAURANT,QUEENS,11369,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",
50072128,DUNKIN DONUT,QUEENS,11102,Other,
50072125,PARIS BAGUETTE,QUEENS,11354,Other,
41569330,CHIPOTLE MEXICAN GRILL,MANHATTAN,10028,Mexican,A
50072126,NAGLES BAGELS,BROOKLYN,11225,Cafe/Coffee/Tea,Not Yet Graded
50072121,MERCHANTS NY,MANHATTAN,10011,Other,
50072122,CAFE CON LIBROS,BROOKLYN,11216,Cafe/Coffee/Tea,A
50049999,EMPIRE LOUNGE AND CAFE,BROOKLYN,11230,Other,A
50049996,LENA'S ITALIAN KITCHEN,MANHATTAN,10016,Italian,
50049997,AAHAR,MANHATTAN,10007,Indian,
40385606,SUSHIDEN,MANHATTAN,10017,Japanese,
41493180,ARTICHOKE BASILLE'S PIZZA & BAR,MANHATTAN,10011,Pizza/Italian,A
40383737,CANLON'S RESTAURANT,STATEN ISLAND,10306,Italian,A
50014052,RED LOBSTER,BROOKLYN,11239,Seafood,
50014059,RED LOBSTER,QUEENS,11373,Seafood,
50049664,PALOOZA KITCHEN,BROOKLYN,11226,Caribbean,A
41390867,RIN THAI CUISINE,MANHATTAN,10011,Thai,A
50049662,NEW CARRIZAL RESTAURANT,BROOKLYN,11221,Spanish,B
40567533,THE THIRSTY SCHOLAR,MANHATTAN,10003,American,A
50058008,LELIS BAKERY & PASTRY SHOP,QUEENS,11103,Cafe/Coffee/Tea,A
40364668,MARCHIS RESTAURANT,MANHATTAN,10016,Italian,
41215423,POPEYES LOUISIANA KITCHEN,BROOKLYN,11201,Chicken,A
50033105,BANGKOK CUISINE,MANHATTAN,10028,Thai,A
50033106,EL AUTENTICO,QUEENS,11103,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",
41215420,POPEYES LOUISIANA KITCHEN,BRONX,10468,Chicken,Z
50002003,DAVIDOVICH BAKERY,MANHATTAN,10002,Bakery,
50033103,JONGRO BBQ,QUEENS,11354,Asian,
50002009,Cascalote Latin Bistro,MANHATTAN,10029,Mexican,A
40366132,DENINO'S PIZZERIA TAVERN,STATEN ISLAND,10302,Pizza/Italian,
40946956,B-SIDE,MANHATTAN,10009,American,A
41362141,ANDY'S CAFETERIA (Queens Hospital),QUEENS,11432,American,A
50067806,SUBWAY,MANHATTAN,10018,Sandwiches,A
40916595,MRS. FIELDS/PRETZELMAKER,QUEENS,11373,Bakery,A
50071476,THE LITTLE ONE,MANHATTAN,10002,Other,A
50071474,BEST BAGEL & COFFEE,MANHATTAN,10001,Bagels/Pretzels,
50071475,ANA ROSY JUICE BAR,BRONX,10459,"Juice, Smoothies, Fruit Salads",Not Yet Graded
50071472,HERSHEY'S CHOCOLATE WORLD TIMES SQUARE,MANHATTAN,10036,Other,A
41198352,TAQUERIA EL GALLO AZTECA,STATEN ISLAND,10301,Mexican,A
50071470,PRIMA PIZZA,BRONX,10466,Pizza,A
50018600,NEW SHENGJIN MEISHI,QUEENS,11355,Chinese,A
50018601,BELLA PIZZA & RESTAURANT,BROOKLYN,11201,Pizza,P
50018602,LITTLE VINCENT'S PIZZA,MANHATTAN,10021,Pizza/Italian,
50018603,SPICY PIZZA,QUEENS,11104,Pizza/Italian,A
50018604,MR. NOSH,BROOKLYN,11234,Chinese,A
41471528,DRAGON STAR,BRONX,10466,Chinese,
50013726,BROTHER PIZZA,STATEN ISLAND,10302,Pizza/Italian,A
41353386,BAR VELOCE,MANHATTAN,10012,Tapas,
41353384,STEINWAY PIZZA RESTAURANT,QUEENS,11103,Pizza,
40892845,YAKINIKU WEST RESTAURANT,MANHATTAN,10003,Japanese,B
50038218,COFFEE SHOP ON 8TH AVE,BROOKLYN,11220,Bakery,B
41633013,TOMO JAPANESE RESTAURANT,STATEN ISLAND,10312,Japanese,A
50038211,CHOW,QUEENS,11361,Chinese,A
50055308,LUCKY FAMILY CHINESE CUISINE,QUEENS,11354,Chinese,
50038216,PHO 18 AVE,BROOKLYN,11204,Vietnamese/Cambodian/Malaysia,
41558513,ESSEN DELI,BROOKLYN,11230,Jewish/Kosher,A
50003750,THE WRITING ROOM,MANHATTAN,10128,American,
41022153,STARBUCKS,MANHATTAN,10019,Cafe/Coffee/Tea,A
40423399,LORDS BAKERY,BROOKLYN,11210,Bakery,A
40369958,SPARKS STEAK HOUSE,MANHATTAN,10017,Steak,A
41061893,BURGER KING,QUEENS,11419,Hamburgers,
41396859,SHEPPARD'S PLACE  PRESS KITCHEN,BRONX,10451,American,A
41396855,AUDI YANKEE CLUB,BRONX,10451,American,A
41396853,STAND 115,BRONX,10451,American,A
40986347,VESUVIOS PIZZA,BROOKLYN,11229,Pizza,A
41273802,8TH STREET WINECELLAR,MANHATTAN,10011,American,
41022489,LA CANOA,QUEENS,11385,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",
50069090,MAISON KAYSER,MANHATTAN,10018,French,
50069095,,QUEENS,11358,Other,
50069094,GARNACHAS Y JUGOS DELI,BROOKLYN,11218,Sandwiches/Salads/Mixed Buffet,A
40399751,NOODLE PUDDING,BROOKLYN,11201,Italian,A
50069096,BOSS FOOD,BROOKLYN,11224,Russian,
50066049,BLUE BOTTLE COFFEE,MANHATTAN,10022,Other,A
41107325,BUENOS AIRES TANGO,QUEENS,11375,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",A
40955456,THE MERCER SUBMERCER,MANHATTAN,10012,American,A
40584086,CHO DANG GOL,MANHATTAN,10001,Korean,
50012455,VILLAGE FRIED CHICKEN,MANHATTAN,10031,Chicken,A
50062979,EL CARBONCITO RESTAURANT,BRONX,10472,Mexican,A
50062978,SEBASTIANS CAFE,QUEENS,11385,Other,
40544528,LE GIGOT,MANHATTAN,10014,French,
40544529,CORATO PIZZA II,QUEENS,11385,Pizza/Italian,B
41142173,EL COFRE RESTAURANT,BROOKLYN,11205,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",A
41193094,OLD FASHION CONEY ISLAND FOOD,BROOKLYN,11224,American,
50069545,TUNG TUNG RESTAURANT INC,BROOKLYN,11204,Chinese,
50069543,TOP THAI,MANHATTAN,10012,Thai,
50012181,TWO BROTHERS PIZZA,BRONX,10461,Pizza,A
50034573,TAQUERIA EL PATRON MEXICAN GRILL,BROOKLYN,11225,Mexican,
50012185,CASTILLO RESTAURNAT,BROOKLYN,11215,Spanish,A
41247133,MERMELSTEIN CATERERS,BROOKLYN,11213,Jewish/Kosher,
41595963,POPEYES LOUISIANA KITCHEN,BROOKLYN,11237,Chicken,
41632050,RICHMOND BAGEL & GOURMET DELI,STATEN ISLAND,10312,Delicatessen,A
41402333,SHAYZ LOUNGE,BROOKLYN,11222,American,A
50067394,BURGERS AND GRILL,MANHATTAN,10033,Jewish/Kosher,A
40755548,CIRCLE PIZZERIA,BRONX,10472,Pizza,A
50039626,OVENLY,MANHATTAN,10169,Bakery,
41140992,CIBO EXPRESS GOURMET MARKET,QUEENS,11369,Sandwiches,A
50067398,69th Coffee Shop,QUEENS,11377,Mexican,
50010969,STARBUCKS,MANHATTAN,10013,Cafe/Coffee/Tea,
50010968,STARBUCKS,BRONX,10458,Cafe/Coffee/Tea,A
50010960,MANHATANVILLE COFFEE,MANHATTAN,10030,Cafe/Coffee/Tea,
40675892,DINER,BROOKLYN,11249,American,A
41026496,RUBY'S,MANHATTAN,10012,American,
41491905,HILL COUNTRY CHICKEN,MANHATTAN,10010,Chicken,
41452979,FRAMBOISE BAKESHOP,QUEENS,11379,Bakery,
50004433,DALI MARKET,MANHATTAN,10001,American,
50067022,SOLA PASTA BAR,MANHATTAN,10013,Italian,A
50039990,SAGAPONACK,MANHATTAN,10010,Seafood,B
41161329,JAY'S PLACE,BRONX,10471,American,A
50067027,MAC ATTACK,BROOKLYN,11235,Cafe/Coffee/Tea,Z
50067024,BEACH CAFE,BROOKLYN,11235,American,A
50067025,KINGS BREW,BROOKLYN,11235,Cafe/Coffee/Tea,
41469754,GOLDMAN SACHS,MANHATTAN,10282,American,A
50048511,THE BOIL,MANHATTAN,10003,American,Z
40386619,PERIYALI,MANHATTAN,10011,Greek,A
50063733,DR SMOOD,MANHATTAN,10001,American,A
50063736,BUNKER,BROOKLYN,11201,Asian,A
41469759,GROUP M,MANHATTAN,10018,American,A
50063735,Oh - Loan Esan Thai Cuisine,BROOKLYN,11229,Thai,A
41389468,MELANIE'S ROTI & GRILL RESTAURANT,BRONX,10462,Caribbean,B
40999297,SORRENTO,BROOKLYN,11214,Cafe/Coffee/Tea,A
50043719,BLU ON PARK,MANHATTAN,10022,Steak,
40811162,CARMINE'S,MANHATTAN,10024,Italian,A
41594766,JOJU & JOJU BOWL,QUEENS,11373,Sandwiches,
41183134,LE CIRQUE,MANHATTAN,10022,French,A
40402709,METROPOLITAN MUSEUM EMPLOYEE CAFETERIA,MANHATTAN,10028,American,A
41706169,FELFLA,BROOKLYN,11209,Middle Eastern,A
40535136,DON PACO  LOPEZ PANDERIA,BROOKLYN,11220,Spanish,A
50052109,F & F PIZZERIA,STATEN ISLAND,10304,Pizza/Italian,
41332853,MARIO'S SNACK SHOP,BRONX,10456,American,A
40866977,CAFE MAE MAE,MANHATTAN,10013,American,A
50010039,HUNAN CHEN'S KITCHEN,MANHATTAN,10025,Chinese,
41111524,EAT-A-BAGEL--John Marchi Ferry,MANHATTAN,10004,Bagels/Pretzels,A
40396256,RITMO'S 60,QUEENS,11103,American,A
40624744,SWING 46 JAZZ AND SUPPER CLUB,MANHATTAN,10036,American,
50010033,SOHO THAI,MANHATTAN,10013,Thai,A
50010032,AL HORNO LEAN MEXICAN KITCHEN INC,MANHATTAN,10036,Mexican,
41249082,B FLAT,MANHATTAN,10013,Japanese,A
50060557,HAPPY HOME CUISINE,BROOKLYN,11214,Chinese,A
50010034,EL CHEVERE CUCHIFRITOS BAKERY,MANHATTAN,10029,Spanish,
50059018,NY GYRO XPRESS,MANHATTAN,10011,Mediterranean,
41489197,BRANDED SALOON,BROOKLYN,11238,American,A
40984234,LONG ISLAND UNIVERSITY - LUNTEY COMMONS,BROOKLYN,11201,American,
40984237,VIDA,STATEN ISLAND,10304,Mediterranean,A
40988754,UNION BANK OF SWITZERLAND,MANHATTAN,10019,American,
50059015,PADO SUSHI,QUEENS,11358,Korean,B
50058769,BROOKLYN PIZZA CREW,BROOKLYN,11216,Pizza,
50052308,Court Pastry Shop,BROOKLYN,11231,Bakery,
50058767,PARIS BAGUETTE,QUEENS,11374,Bakery,A
40376635,TRIPOLI RESTAURANT/SWALLOW CAFE,BROOKLYN,11201,Mediterranean,
41160581,SAATCHI & SAATCHI,MANHATTAN,10014,American,
41312223,FRESH & CO,MANHATTAN,10019,American,A
50051577,GUYERS,MANHATTAN,10023,American,A
50051572,"FISHERMAN'S COVE, INC.",BROOKLYN,11236,Caribbean,
50066816,JUST FOR FEN,MANHATTAN,10003,Chinese,
50066810,SPRING & VARICK,MANHATTAN,10013,American,A
41193772,DAKE SUSHI,MANHATTAN,10001,Japanese,A
41529681,456 RESTAURANT,MANHATTAN,10013,Chinese,
50045504,TABLE 40 PIZZERIA AND CAFE,BROOKLYN,11218,Jewish/Kosher,A
50045509,MCDONALD'S RESTAURANT,MANHATTAN,10029,Hamburgers,
50050198,THE WIND JAMMER,QUEENS,11385,American,
41167580,POCO LOCO BAR,STATEN ISLAND,10301,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",
50050190,SWEETGREEN ASTOR PLACE,MANHATTAN,10003,American,A
50050195,DYNASTY TASTE,STATEN ISLAND,10314,Chinese/Japanese,A
50050197,LONG HING KITCHEN INC.,QUEENS,11417,Chinese,A
40866029,"KFC, TACO BELL",MANHATTAN,10121,Chicken,
41218581,V J  HOT BAGELS,BROOKLYN,11230,Delicatessen,
50055651,TURNTABLE LP BAR,MANHATTAN,10001,Korean,A
50055653,TRUE CARIBBEAN TASTE,BRONX,10467,Caribbean,A
50055655,CHAO FANG RESTAURANT,QUEENS,11354,Korean,B
50055657,TRENTA-TRE PIZZERIA,MANHATTAN,10016,Pizza,
40640688,SPIRIT OF NEW JERSEY,MANHATTAN,10011,American,A
41528086,MOTTSU,MANHATTAN,10012,Japanese,A
50018636,OUR WICKED LADY,BROOKLYN,11237,American,
50050220,JUICE FIT,MANHATTAN,10023,"Juice, Smoothies, Fruit Salads",A
50056104,RGA CAFE & COFFEE BAR,MANHATTAN,10001,American,B
50001879,TWOSHA'S,BRONX,10454,American,
40728858,VOL DE NUIT,MANHATTAN,10012,French,A
40399784,UNCLE NICKS,MANHATTAN,10019,Mediterranean,A
41711390,NEW BAY PKWY CAFE,BROOKLYN,11204,Chinese,
50053555,LENWICH 68TH,MANHATTAN,10021,Sandwiches,
50053554,Nicky's Cafe,BROOKLYN,11211,Sandwiches,A
50053557,LENWICH,MANHATTAN,10005,Other,A
50046085,GO ZEN RESTAURANT,MANHATTAN,10012,Asian,
50046087,REVLON BAR - BELMONT ROOM @ METROPOLITAN OPERA,MANHATTAN,10023,American,
50046086,THE PIERPONT LEADERSHIP CENTER,MANHATTAN,10017,American,A
50046081,KETCH BREWHOUSE,MANHATTAN,10038,American,A
50046083,La Sirenita,BRONX,10458,American,
50046082,LOS BUCAROS,QUEENS,11435,Spanish,B
41004486,GALANGA THAI COOKING,MANHATTAN,10012,Thai,
41622592,GENNARO'S AT COUNTRY LANES,STATEN ISLAND,10305,American,A
41325638,TRIBECA BAGELS,MANHATTAN,10013,Delicatessen,
41353290,THANH DA,BROOKLYN,11220,Vietnamese/Cambodian/Malaysia,C
40739412,APPLEBEE'S,MANHATTAN,10036,American,A
41271345,JOHNNY ROCKETS,MANHATTAN,10022,American,
50066013,JOEY PEPPERONI'S PIZZA,BRONX,10468,Pizza,A
50053883,MCDONALD'S,QUEENS,11378,American,A
50053882,MAHJI,BROOKLYN,11211,Korean,
41271342,REST-AU-RANT,QUEENS,11106,American,A
50072140,,MANHATTAN,10013,Other,
41626037,NO FUN,MANHATTAN,10002,Tapas,
40937036,PENELOPE,MANHATTAN,10016,American,Z
41087789,ISOHAMA,MANHATTAN,10128,Japanese,A
50043617,THE BAD OLD DAYS,QUEENS,11385,American,A
50043616,LA 'ROSE GRILL & GOURMET,QUEENS,11385,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",
40593352,S S CALABRO PIZZERIA,QUEENS,11102,Pizza,A
50004570,PIZZA HUT,QUEENS,11435,Italian,
50052682,EL VACILON,QUEENS,11368,Spanish,
40370150,JOHN MULLIGAN'S FIRESIDE PUB,BRONX,10470,American,
50004579,SUBWAY,BROOKLYN,11205,Sandwiches,A
50004578,LUCKY CHICKEN,MANHATTAN,10010,American,
50000053,LA GATA GOLOSA BAKERY CAFE,QUEENS,11106,Spanish,A
50000055,BANGKOK CUISINE,QUEENS,11375,Thai,
41703229,SAKE BAR SATSKO,MANHATTAN,10009,Japanese,A
50000059,BOARDWALK PIZZERIA RESTAURANT,QUEENS,11692,Pizza,A
40602887,STARBUCKS,MANHATTAN,10004,Cafe/Coffee/Tea,A
40720911,ANOTHEROOM,MANHATTAN,10013,American,
41594415,FOUR & TWENTY BLACKBIRDS,BROOKLYN,11215,Bakery,A
50072329,LISLIE BURGER BAR,BROOKLYN,11237,Other,
41244379,LA UNION RESTAURANT,QUEENS,11373,Peruvian,
50072323,YUMMY TACO,QUEENS,11103,Mexican,
41627341,SUBWAY,BRONX,10461,Sandwiches,
40997950,BAGATELLE,MANHATTAN,10014,French,A
50047042,PRECIOUS METAL,BROOKLYN,11206,American,
50037049,REY'S SMOOTHIE,BRONX,10452,"Juice, Smoothies, Fruit Salads",
50037044,FUKU,MANHATTAN,10003,American,A
50037042,COCO,MANHATTAN,10018,"Juice, Smoothies, Fruit Salads",A
50005628,NEW HOOD HING CHINESE RESTAURANT,BROOKLYN,11238,Chinese,A
50005629,A-JIAO SICHUAN CUISINE,MANHATTAN,10128,Chinese,A
41417889,CHAN YANG RESTAURANT,BROOKLYN,11217,Chinese,A
50072493,RADIO AMSTERDAM,MANHATTAN,10024,Other,
41427405,TEE'S CAFE,QUEENS,11428,Cafe/Coffee/Tea,A
50072498,JAHLOOKOVA,MANHATTAN,10030,"Juice, Smoothies, Fruit Salads",Not Yet Graded
50049466,SWEETS BY CHLOE,MANHATTAN,10012,Bakery,
40539192,W'S BAR & RESTAURANT,STATEN ISLAND,10307,American,A
50049464,THE BROOKLYN TREE,BROOKLYN,11206,American,A
50049463,HANK'S JUICY BEEF,MANHATTAN,10007,Sandwiches,A
40524910,PARK BILLIARDS,BRONX,10462,American,A
50041610,THE YORK SOCIAL,MANHATTAN,10028,American,
40591262,STARBUCKS,MANHATTAN,10023,Cafe/Coffee/Tea,A
50041617,ITTADI GARDEN & GRILL,QUEENS,11372,Bangladeshi,C
50033747,DIG INN,MANHATTAN,10010,American,A
40385974,DAKOTA DINER,STATEN ISLAND,10314,American,
50033742,WHOLESOME GARDEN PIZZA,MANHATTAN,10031,Pizza,A
50045971,GT KINGSTON RESTAURANT & BAR,QUEENS,11420,Caribbean,
50045972,CROWN CHICKEN BURGER & PIZZA,BRONX,10467,Chicken,A
50045975,MAMA BELLA RESTAURANT,BROOKLYN,11206,Italian,
50033748,BARRY'S BOOTCAMP FUEL BAR,MANHATTAN,10013,"Juice, Smoothies, Fruit Salads",A
50033749,BARRY'S BOOTCAMP NOHO,MANHATTAN,10003,"Juice, Smoothies, Fruit Salads",A
40725375,MARKET PLACE PIZZA,BRONX,10474,Pizza,A
50056945,UNION SQUARE CAFE/ DAILY PROVISIONS,MANHATTAN,10003,American,
41150371,FAST & FRESH BURRITO DELI,BROOKLYN,11201,Mexican,A
50073023,HARWOOD ON HUDSON,MANHATTAN,10014,Other,
41666265,HOWARD BEACH BAGEL CAFE,QUEENS,11414,Delicatessen,B
50016820,JIMBO'S,MANHATTAN,10027,Hamburgers,
